ID,Year,Month,Day,Type,Dead,Dead Perpetrator,Injured,Injured Perpetrator,Country,City,Perpetrator
334,2018,2,19,shootings,24,,0,, Afghanistan,Farah Province,Taliban
335,2018,2,19,mortar attack,0,,2,, Ecuador,Esmeraldas Province,FARC dissidents
336,2018,2,19,kidnapping,5,,108,, Nigeria,Dapchi,Boko Haram
337,2018,2,20,shooting,6,,5,, Cameroon,Mayo-Tsanaga,Boko Haram
338,2018,2,20,arson,6,,5,, Cameroon,Mayo-Tsanaga,Boko Haram
339,2018,2,20,shooting,0,,0,, India,Awantipora,Jaish-e-Mohammed (suspected)
340,2018,2,20,grenade attack,0,,0,, India,Awantipora,Jaish-e-Mohammed (suspected)
341,2018,2,21,grenade attack,0,,0,, Pakistan,Peshawar,Islamic State (suspected)
342,2018,2,21,shooting,5,,0,, Afghanistan,Bagram District,Taliban
343,2018,2,21,shooting,1,,2,, Afghanistan,Zabul Province,Taliban
344,2018,2,21,bombing,0,,7,, Colombia,Guaviare Department,FARC dissidents
345,2018,2,21,ambush,20,,0,, Iraq,Al Anbar Governorate,Islamic State
346,2018,2,21,suicide car bombing,5,1,7,, Libya,Waddan,Islamic State
347,2018,2,21,ambush,2,,0,, Chad,Lac,Boko Haram
348,2018,2,21,bombing,2,,1,, Mali,Gao Region,Al-Qaeda in the Islamic Maghreb
349,2018,2,21,bombings,0,,2,, Philippines,Baras,New People's Army (suspected)
350,2018,2,21,bombing,2,,22,, Myanmar,Lashio,Northern Alliance (suspected)
351,2018,2,22,shooting,8,,3,, Afghanistan,Dih Yak District,Taliban
352,2018,2,22,shootings,6,,0,, Cameroon,Far North Region,Boko Haram
353,2018,2,22,shooting,0,,1,, India,Bandipora district,Jaish-e-Mohammed (suspected)
354,2018,2,23,bombing,0,,3,, Pakistan,Peshawar,Tehrik-i-Taliban Pakistan
355,2018,2,23,suicide car bombings,45,5,36,, Somalia,Mogadishu,Al-Shabaab
356,2018,2,23,shooting,45,5,36,, Somalia,Mogadishu,Al-Shabaab
357,2018,2,23,shooting,25,2,0,, Afghanistan,Bala Buluk District,Taliban
358,2018,2,24,suicide car bombing,1,1,16,, Afghanistan,Lashkargah,Taliban
359,2018,2,24,suicide car bombing,2,1,7,, Afghanistan,Nad Ali District,Taliban
360,2018,2,24,suicide bombing,3,1,6,, Afghanistan,Kabul,Islamic State
361,2018,2,24,bombings,0,,1,, Myanmar,Sittwe,Rakhine nationalists (suspected)
362,2018,2,24,shooting,3,,0,, Afghanistan,Kabul,Taliban
363,2018,2,24,shooting,2,,3,, Afghanistan,Urozgan Province,Taliban
364,2018,2,24,suicide car bombings,14,4,54,, Yemen,Aden,Islamic State
365,2018,2,24,attempted suicide bombings,14,4,54,, Yemen,Aden,Islamic State
366,2018,2,24,shooting,2,,3,, Iraq,Kirkuk Governorate,Islamic State
367,2018,2,24,shooting,1,,1,, Colombia,Puerto Rico,FARC dissidents
368,2018,2,25,bombing,4,,13,, Afghanistan,Yahyakhel District,Taliban (suspected)
369,2018,2,25,suicide bombings,4,2,6,, Cameroon,Far North Region,Boko Haram
370,2018,2,25,shooting,3,,0,, Colombia,Tibú,ELN
371,2018,2,25,bombing,0,,2,, India,Bijapur district,CPI
372,2018,2,25,shooting,1,,0,, India,Soura,Islamic State
373,2018,2,25,shooting,1,,0,, India,Charari Sharief,Jaish-e-Mohammed (suspected)
374,2018,2,25,suicide bombing,0,1,3,, Iraq,Kirkuk,Islamic State
375,2018,2,26,shooting,0,1,0,, India,Bandipora district,Lashkar-e-Taiba
376,2018,2,26,grenade attack,0,,1,, Greece,Kaisariani,Armed Revolutionary Struggles
377,2018,2,26,grenade attack,0,1,1,, India,Tral,Hizbul Mujahideen
378,2018,2,26,shooting,0,,3,, India,Dantewada district,CPI
379,2018,2,26,bombing,0,,0,, Mali,Soumpi,Al-Qaeda in the Islamic Maghreb
380,2018,2,26,kidnapping,0,,6,, Philippines,San Francisco,New People's Army
381,2018,2,26,shooting,2,,4,, Afghanistan,Nahri Saraj District,Taliban
382,2018,2,27,shooting,6,,35,, Afghanistan,Shah Wali Kot District,Taliban
383,2018,2,27,kidnapping,6,,35,, Afghanistan,Shah Wali Kot District,Taliban
384,2018,2,27,bombing,5,,13,, Colombia,Cúcuta,ELN
385,2018,2,27,shooting,3,,0,, Iraq,Sinjar District,Islamic State
386,2018,2,27,bombing,6,,0,, Mali,Ségou Region,Al-Qaeda in the Islamic Maghreb
387,2018,2,27,shooting,1,,0,, Mali,Douentza,Al-Qaeda in the Islamic Maghreb (suspected)
388,2018,2,27,suicide car bombing,2,1,2,, Nigeria,Lake Chad,Boko Haram
389,2018,2,27,ambush,0,,8,, Philippines,General Luna,New People's Army
390,2018,2,28,ambush,2,,3,, Afghanistan,Khwaja Sabz Posh District,Taliban
391,2018,2,28,shooting,0,,1,, India,Tral,Jaish-e-Mohammed (suspected)
392,2018,2,28,bombing,4,,4,, Mali,Mopti Region,Al-Qaeda in the Islamic Maghreb (suspected)
393,2018,2,28,shooting,6,,8,, Pakistan,Quetta,Tehrik-i-Taliban Pakistan
394,2018,2,28,suicide bombing,6,,8,, Pakistan,Quetta,Tehrik-i-Taliban Pakistan
395,2018,2,28,shooting,1,,4,, Colombia,Convención,ELN
396,2018,2,28,bombings,1,,4,, Colombia,Convención,ELN
397,2018,3,1,shooting,2,,3,, Iraq,Badush,Islamic State
398,2018,3,1,shooting,1,,3,, Nigeria,Madagali,Boko Haram
399,2018,3,1,kidnapping,1,,3,, Nigeria,Madagali,Boko Haram
400,2018,3,1,shooting,11,,4,, Nigeria,Rann,Boko Haram
401,2018,3,1,kidnapping,11,,4,, Nigeria,Rann,Boko Haram
402,2018,3,1,suicide car bombing,6,1,5,, Somalia,Mogadishu,Al-Shabaab
403,2018,3,1,mortar attack,6,1,5,, Somalia,Mogadishu,Al-Shabaab
404,2018,3,2,shooting,1,,5,, Iraq,Kifri,Islamic State
405,2018,3,2,bombing,1,,5,, Iraq,Kifri,Islamic State
406,2018,3,2,shooting,5,,3,, Kenya,Mandera County,Al-Shabaab
407,2018,3,2,suicide car bombing,3,1,22,, Afghanistan,Kabul,Taliban (suspected)
408,2018,3,2,shooting,30,,85,, Burkina Faso,Ouagadougou,Al-Qaeda in the Islamic Maghreb
409,2018,3,2,suicide car bombing,30,,85,, Burkina Faso,Ouagadougou,Al-Qaeda in the Islamic Maghreb
410,2018,3,2,suicide bombing,7,1,28,, Nigeria,Gujba,Boko Haram
411,2018,3,2,shooting,1,12,3,, India,Bijapur district,CPI
412,2018,3,2,suicide car bombing,11,1,Several,, Somalia,Afgooye District,Al-Shabaab
413,2018,3,2,bombing,11,1,Several,, Somalia,Afgooye District,Al-Shabaab
414,2018,3,2,bombing,3,,11,, Somalia,Jowhar District,Al-Shabaab
415,2018,3,2,shooting,3,,11,, Somalia,Jowhar District,Al-Shabaab
416,2018,3,2,bombing,0,,0,, Germany,Alpen,Unknown
417,2018,3,3,stabbing,0,,1,, Bangladesh,Sylhet,Islamist
418,2018,3,3,bombing,2,,0,, Colombia,Caldono,ELN
419,2018,3,3,shooting,7,,0,, Democratic Republic of Congo,Beni Territory,Allied Democratic Forces
420,2018,3,3,stabbing,7,,0,, Democratic Republic of Congo,Beni Territory,Allied Democratic Forces
421,2018,3,4,vehicular attack,0,,4,1, Israel,Acre,Palestinian nationalist
422,2018,3,4,shooting,1,,0,, Pakistan,Quetta,Islamic State
423,2018,3,5,shooting,1,,0,, India,Sukma district,CPI
424,2018,3,5,arson,1,,0,, India,Sukma district,CPI
425,2018,3,5,shooting,4,,0,, Iraq,Mosul,Islamic State
426,2018,3,5,bombing,0,,2,, India,Gadchiroli district,CPI
427,2018,3,5,bombing,0,,3,, Iraq,Ar-Rutbah,Islamic State
428,2018,3,5,bombings,1,,5,, Iraq,Al Anbar Governorate,Islamic State
429,2018,3,5,stabbing,2,,0,, Nigeria,Mafa,Boko Haram (suspected)
430,2018,3,5,shooting,3,,0,, Nigeria,Borno State,Boko Haram
431,2018,3,5,shooting,1,,0,, India,Noney district,National Socialist Council of Nagaland
432,2018,3,5,suicide bombing,3,1,18,, Nigeria,Maiduguri,Boko Haram
433,2018,3,5,arsons,0,,0,, Greece,Athens and Thessaloniki,Anarchist
434,2018,3,5,shootings,20,,15,, Democratic Republic of Congo,Beni Territory,Allied Democratic Forces
435,2018,3,5,kidnappings,20,,15,, Democratic Republic of Congo,Beni Territory,Allied Democratic Forces
436,2018,3,5,arson,20,,15,, Democratic Republic of Congo,Beni Territory,Allied Democratic Forces
437,2018,3,6,bombing,2,,3,, Afghanistan,Bihsud District,Islamic State (suspected)
438,2018,3,6,shooting,0,,1,, Philippines,Santa Cruz,New People's Army
439,2018,3,6,bombing,1,,2,, Lebanon,Arsal,Tahrir al-Sham (suspected)
440,2018,3,6,bombing,4,,0,, Nigeria,Borno State,Boko Haram
441,2018,3,6,shooting,3,,0,, Nigeria,Gamboru,Boko Haram
442,2018,3,6,car bombing,1,,5,, Syria,Al-Bab,YPG / PKK
443,2018,3,7,suicide bombing,3,1,16,, Afghanistan,Jalalabad,Islamic State
444,2018,3,7,ambush,2,,0,, India,Kanker district,CPI
445,2018,3,7,suicide bombing,4,3,3,, Afghanistan,Spin Boldak District,Taliban
446,2018,3,7,shooting,4,3,3,, Afghanistan,Spin Boldak District,Taliban
447,2018,3,7,car bombing,9,,60,, Syria,Jarabulus,YPG / PKK
448,2018,3,7,shooting,1,,0,, Turkey,Şırnak Province,PKK
449,2018,3,8,bombing,0,,2,, Iraq,Diyala Governorate,Islamic State (suspected)
450,2018,3,8,arson,0,,0,, Mali,Mopti Region,Al-Qaeda in the Islamic Maghreb (suspected)
451,2018,3,8,shooting,1,,1,, Pakistan,Quetta,Islamic State (suspected)
452,2018,3,8,shooting,0,,0,, India,Bijapur district,CPI
453,2018,3,8,shooting,17,,13,, Afghanistan,Khwaja Ghar District,Taliban
454,2018,3,9,suicide bombing,10,1,22,, Afghanistan,Kabul,Islamic State
455,2018,3,9,shooting,24,,Several,, Afghanistan,Bala Buluk District,Taliban
456,2018,3,9,suicide car bombing,3,1,0,, Libya,Ajdabiya,Islamic State
457,2018,3,9,bombing,4,,2,, Mali,Dialloubé,Al-Qaeda in the Islamic Maghreb (suspected)
458,2018,3,10,shooting,0,,2,, Philippines,Balayan,New People’s Army
459,2018,3,10,bombing,4,,1,, Somalia,Mogadishu,Al-Shabaab (suspected)
460,2018,3,10,shooting,7,,1,, Afghanistan,Zurmat District,Taliban
461,2018,3,10,bombing,7,,1,, Afghanistan,Zurmat District,Taliban
462,2018,3,11,shooting,4,,7,, Afghanistan,Ali Abad District,Taliban
463,2018,3,11,rocket attack,7,,2,, Afghanistan,Bati Kot District,Taliban
464,2018,3,11,grenade attack,0,,0,, India,Kulgam district,Jaish-e-Mohammed (suspected)
465,2018,3,11,suicide bombing,0,4,2,, Iran,Saravan County,Jaish ul-Adl
466,2018,3,11,shooting,0,4,2,, Iran,Saravan County,Jaish ul-Adl
467,2018,3,11,bombing,2,,0,, Iraq,Hawija District,Islamic State
468,2018,3,11,shootings,18,,5,, Iraq,Kirkuk Governorate,Islamic State
469,2018,3,11,arson,18,,5,, Iraq,Kirkuk Governorate,Islamic State
470,2018,3,11,shooting,3,,0,, Somalia,Mogadishu,Al-Shabaab
471,2018,3,11,stabbing,0,1,1,, Austria,Vienna,Islamist
472,2018,3,11,shooting,1,,0,, Philippines,Balbalan,New People's Army
473,2018,3,12,bombing,0,,2,, Afghanistan,Sirkanay District,Taliban (suspected)
474,2018,3,12,shooting,8,,10,, Afghanistan,Anar Dara District,Taliban
475,2018,3,12,shooting,7,,3,, Iraq,Saladin Governorate,Islamic State
476,2018,3,12,bombing,0,,2,, Iraq,Fallujah District,Islamic State
477,2018,3,12,shooting,1,,Several,, Somalia,Mogadishu,Al-Shabaab
478,2018,3,12,bombing,2,,0,, Syria,Gharanij,Islamic State
479,2018,3,12,shooting,5,,2,, Afghanistan,Farah,Taliban
480,2018,3,12,shooting,3,,1,, Niger,Tillabéri Region,Al-Qaeda in the Islamic Maghreb (suspected)
481,2018,3,13,bombing,9,,10,, India,Sukma district,CPI
482,2018,3,13,bombing,0,,7,,Gaza Strip,Gaza Strip,Hamas
483,2018,3,13,shooting,3,2,0,, Democratic Republic of Congo,Beni Territory,Allied Democratic Forces
484,2018,3,13,shooting,0,5,6,, Philippines,Patikul,Abu Sayyaf
485,2018,3,13,ambush,0,,4,, Colombia,Tibú,EPL
486,2018,3,13,suicide car bombing,10,1,30,, Yemen,Aden,Islamic State
487,2018,3,13,grenade attack,1,5,3,, Pakistan,Lyari Town,Unknown militants
488,2018,3,14,shooting,7,,7,, Afghanistan,Farah,Taliban
489,2018,3,14,suicide car bombing,2,1,3,, Afghanistan,Nad Ali District,Taliban
490,2018,3,14,suicide bombing,10,1,35,, Pakistan,Raiwind,Tehrik-i-Taliban Pakistan
491,2018,3,14,shooting,2,,0,, India,Seraikela Kharsawan district,CPI
492,2018,3,14,bombing,2,,0,, Somalia,Bari,Al-Shabaab
493,2018,3,14,assassination,2,,1,, Brazil,Rio de Janeiro,Unknown
494,2018,3,15,shooting,1,,0,, Burkina Faso,Est Region,Al-Qaeda in the Islamic Maghreb (suspected)
495,2018,3,15,arson,1,,0,, Burkina Faso,Est Region,Al-Qaeda in the Islamic Maghreb (suspected)
496,2018,3,15,shooting,7,,7,, Iraq,Al Anbar Governorate,Islamic State
497,2018,3,15,grenade attack,3,,2,, Somalia,Bosaso,Al-Shabaab
498,2018,3,15,shooting,0,3,2,, India,Pulwama district,Al-Qaeda
499,2018,3,16,vehicular attack,2,,3,1, West Bank,Mevo Dothan,Palestinian nationalist
500,2018,3,16,shooting,4,,4,, Iraq,Al-Qa'im District,Islamic State
501,2018,3,17,bombing,0,,3,, Ecuador,Eloy Alfaro Canton,FARC dissidents
502,2018,3,17,suicide car bombing,3,1,4,, Afghanistan,Kabul,Taliban
503,2018,3,17,bombing,2,,17,, Afghanistan,Nadir Shah Kot District,Taliban (suspected)
504,2018,3,17,bombing,1,,5,, Afghanistan,Ghor Province,Taliban
505,2018,3,17,shooting,5,,4,, Afghanistan,Ghazni Province,Taliban
506,2018,3,17,shooting,0,,0,, India,Shopian district,Hizbul Mujahideen (suspected)
507,2018,3,17,shooting,3,,3,, Pakistan,Mohmand Agency,Jamaat-ul-Ahrar
508,2018,3,18,arson,1,,0,, India,Bijapur district,CPI
509,2018,3,18,assassination,1,,0,, India,Bijapur district,CPI
510,2018,3,18,arson,0,,0,, Chile,Lautaro,Coordinadora Arauco Malleco
511,2018,3,18,grenade attack,0,1,6,, Afghanistan,Kabul,Islamic State (suspected)
512,2018,3,18,attempted suicide bombing,0,1,6,, Afghanistan,Kabul,Islamic State (suspected)
513,2018,3,18,stabbing,1,1,0,,Jerusalem,Jerusalem,Palestinian nationalist
514,2018,3,18,shooting,5,,0,, Iraq,Hawija District,Islamic State (suspected)
515,2018,3,18,shooting,0,,2,, Ecuador,San Lorenzo,FARC dissidents
516,2018,3,18,bombing,0,,2,, Ecuador,San Lorenzo,FARC dissidents
517,2018,3,18,ambush,3,,1,, Yemen,Mudiyah District,Al-Qaeda in the Arabian Peninsula
518,2018,3,18,bombing,13,,25,, Syria,Afrin,YPG / PKK
519,2018,3,19,bombing,4,,11,, Afghanistan,Jalalabad,Islamic State
520,2018,3,19,bombing,1,,9,, Afghanistan,Shindand,Taliban (suspected)
521,2018,3,19,ambush,2,,3,, Iraq,Al Zab,Islamic State
522,2018,3,19,assassinations,2,,0,, India,Kondagaon district,CPI
523,2018,3,19,ambush,1,,2,, Iraq,Dibis District,Islamic State
524,2018,3,19,shooting,2,,3,, Iraq,Hawija District,Islamic State
525,2018,3,19,kidnapping,2,,3,, Iraq,Hawija District,Islamic State
526,2018,3,20,bombing,1,,1,, Iraq,Albu Bali,Islamic State
527,2018,3,20,bombing,3,,11,, Ecuador,San Lorenzo Canton,FARC dissidents
528,2018,3,20,shooting,4,,0,, Iraq,Nineveh Governorate,Islamic State
529,2018,3,20,shooting,6,,15,, Iraq,Kirkuk Governorate,Islamic State
530,2018,3,20,shooting,0,1,1,, Russia,Grozny,Islamic State
531,2018,3,20,rocket attack,44,,35,, Syria,Damascus,Jaysh al-Islam (suspected)
532,2018,3,2,bombings,2,1,6,, United States,Austin,Mark Anthony Conditt
533,2018,3,20,shooting,5,5,1,, India,Kupwara district,Lashkar-e-Taiba
534,2018,3,21,suicide bombing,33,1,65,, Afghanistan,Kabul,Islamic State
535,2018,3,22,ambush,9,,0,, Iraq,Al Anbar Governorate,Islamic State
536,2018,3,22,kidnapping,0,,4,, Iraq,Kirkuk Governorate,Islamic State
537,2018,3,22,assassination,1,,0,, India,Sukma district,CPI
538,2018,3,22,kidnapping,0,,1,, Philippines,Patikul,Abu Sayyaf
539,2018,3,22,shooting,0,,0,, Peru,San Miguel,Sendero Luminoso
540,2018,3,22,car bombing,18,,22,, Somalia,Mogadishu,Al-Shabaab
541,2018,3,23,shootings,4,1,15,, France,Carcassonne and Trèbes,Islamic State
542,2018,3,23,stabbing,4,1,15,, France,Carcassonne and Trèbes,Islamic State
543,2018,3,23,hostage taking,4,1,15,, France,Carcassonne and Trèbes,Islamic State
544,2018,3,23,suicide car bombing,20,1,55,, Afghanistan,Lashkargah,Taliban (suspected)
545,2018,3,23,ambush,0,,2,, Thailand,Tak Bai District,Barisan Revolusi Nasional (suspected)
546,2018,3,24,car bombing,2,,5,, Egypt,Alexandria,Hasm Movement
547,2018,3,24,bombing,0,,5,, India,Sukma district,CPI
548,2018,3,24,car bombing,7,,25,, Syria,Idlib,Islamic State (suspected)
549,2018,3,24,bombing,1,,13,, Afghanistan,Kabul,Taliban (suspected)
550,2018,3,24,grenade attack,0,,24,, Pakistan,Dera Ismail Khan,Tehrik-i-Taliban Pakistan (suspected)
551,2018,3,24,kidnapping,8,,0,, Iraq,Kirkuk Governorate,Islamic State
552,2018,3,24,shooting,8,,0,, Iraq,Kirkuk Governorate,Islamic State
553,2018,3,24,shooting,4,,2,, Iraq,Al-Sadiyah,Islamic State
554,2018,3,24,ambush,5,,0,, Iraq,Hawija District,Islamic State
555,2018,3,24,bombing,1,,2,, Iraq,Al-Tarmia District,Islamic State (suspected)
556,2018,3,24,bombing,0,,0,, Greece,Athens,FAI-FAR
557,2018,3,24,bombing,0,,0,, Iraq,Daquq District,Islamic State
558,2018,3,25,shooting,0,,1,2,India,Darrang district,NDFB
559,2018,3,25,suicide bombing,1,2,9,, Afghanistan,Herat,Islamic State
560,2018,3,25,attempted suicide bombing,1,2,9,, Afghanistan,Herat,Islamic State
561,2018,3,25,shooting,1,,1,, Democratic Republic of Congo,Beni Territory,Allied Democratic Forces
562,2018,3,25,shooting,0,1,1,, India,Beerwah,Lashkar-e-Taiba
563,2018,3,25,suicide car bombing,4,1,10,, Somalia,Mogadishu,Al-Shabaab
564,2018,3,25,car bombing,0,,13,, Syria,Jarabulus,YPG / PKK (suspected)
565,2018,3,26,bombing,0,,0,, Afghanistan,Baghlan Province,Taliban
566,2018,3,26,ambush,0,1,2,, India,Sukma district,CPI
567,2018,3,26,bombing,0,,0,, Ecuador,San Lorenzo Canton,FARC dissidents
568,2018,3,26,shooting,0,,0,, India,Shopian district,Hizbul Mujahideen (suspected)
569,2018,3,26,arson,0,,0,, Germany,Berlin,Volcanic Group Rupture Network Domination
570,2018,3,26,shootings,3,,1,, Iraq,Diyala Governorate,Islamic State
571,2018,3,26,kidnapping,0,,3 Kidnapped,, Ecuador,San Lorenzo Canton,FARC dissidents
572,2018,3,27,shooting,1,,0,, Somalia,Mogadishu,Al-Shabaab
573,2018,3,27,stabbing,2,1,5,, Sudan,Kassala,Takfir wal-Hijra
574,2018,3,27,shooting,1,,3,, Iraq,Kirkuk Governorate,Islamic State
575,2018,3,27,shooting,10,1,10,, Democratic Republic of Congo,Beni,Allied Democratic Forces
576,2018,3,27,stabbing,10,1,10,, Democratic Republic of Congo,Beni,Allied Democratic Forces
577,2018,3,28,bombing,0,,2,, Iraq,Ramadi,Islamic State
578,2018,3,28,ambush,12,,0,, Yemen,Hadhramaut Governorate,Al-Qaeda in the Arabian Peninsula
579,2018,3,29,shooting,1,,1,, India,Bijbehara,Islamic State
580,2018,3,29,shooting,0,,0,1, India,Shopian district,Hizbul Mujahideen
581,2018,3,29,shooting,0,,1,, India,Kulgam district,Jaish-e-Mohammed (suspected)
582,2018,3,29,ambush,5,,0,, Iraq,Mosul,Islamic State
583,2018,3,29,bombing,2,,0,, Iraq,Rawa,Islamic State
584,2018,3,29,suicide car bombing,8,1,11,, Libya,Ajdabiya,Islamic State
585,2018,3,30,suicide bombing,2,1,1,, Afghanistan,Watapur District,Islamic State
586,2018,3,30,bombing,0,,1,, India,Bijapur district,CPI
587,2018,3,30,bombing,3,,5,, Pakistan,Dera Ismail Khan,Tehrik-i-Taliban Pakistan
588,2018,3,30,bombing,2,,4,,Near Manbij Syria,Near Manbij Syria,Islamic State
589,2018,3,30,shooting,7,,6,, Turkey,Eruh,PKK
590,2018,3,30,suicide bombings,1,4,13,, Nigeria,Mafa,Boko Haram
591,2018,3,30,shooting,1,,0,, Colombia,Teorama,EPL
592,2018,3,31,suicide bombing,3,1,25,, Iraq,Tooz District,Islamic State
593,2018,3,31,shooting,0,,1,, India,Khanabal,Hizbul Mujahideen (suspected)
594,2018,3,31,shooting,1,,0,, India,Pulwama district,Jaish-e-Mohammed (suspected)
595,2018,3,31,shooting,1,1,0,2, Pakistan,Mastung District,Balochistan Liberation Army
596,2018,3,31,shooting,4,,0,, Angola,Necuto,Front for the Liberation of the Enclave of Cabinda
597,2018,4,1,shootings,3,13,Several,, India,Shopian district and Anantnag district,Hizbul Mujahideen and Lashkar-e-Taiba
598,2018,4,1,car bombing,0,,1,, Iraq,Baghdad,Islamic State (suspected)
599,2018,4,1,suicide car bombings,59,14,Unknown,, Somalia,Bulo Marer,Al-Shabaab
600,2018,4,1,mortar attack,59,14,Unknown,, Somalia,Bulo Marer,Al-Shabaab
601,2018,4,1,shooting,59,14,Unknown,, Somalia,Bulo Marer,Al-Shabaab
602,2018,4,1,arson,59,14,Unknown,, Somalia,Bulo Marer,Al-Shabaab
603,2018,4,1,shooting,1,,1,, Pakistan,Quetta,Islamic State (suspected)
604,2018,4,1,shooting,1,,0,, Cameroon,Limani,Boko Haram
605,2018,4,1,arson,1,,0,, Cameroon,Limani,Boko Haram
606,2018,4,1,shooting,4,1,0,, Angola,Necuto,Forças Armadas de Cabinda
607,2018,4,1,suicide bombings,0,2,1,, Cameroon,Waza,Boko Haram
608,2018,4,1,suicide bombings,20,,84,, Nigeria,Jere,Boko Haram
609,2018,4,1,shooting,20,,84,, Nigeria,Jere,Boko Haram
610,2018,4,1,mortar attack,20,,84,, Nigeria,Jere,Boko Haram
611,2018,4,2,bombing,1,,2,, Iraq,Al-Qa'im,Islamic State
612,2018,4,2,bombing,0,,4,, Iraq,Bartella,Islamic State
613,2018,4,2,shooting,4,,3,, Pakistan,Quetta,Islamic State
614,2018,4,2,shooting,5,,3,, Cameroon,Fotokol,Boko Haram
615,2018,4,2,shooting,1,,3,, India,Bandipora district,Lashkar-e-Taiba
616,2018,4,2,stabbing,1,,3,, India,Bandipora district,Lashkar-e-Taiba
617,2018,4,2,kidnapping,1,,3,, India,Bandipora district,Lashkar-e-Taiba
618,2018,4,2,shooting,2,,0,, Afghanistan,Almar District,Taliban
619,2018,4,3,arson,0,,0,, Argentina,Añelo,Resistencia Ancestral Mapuche
620,2018,4,3,shooting,2,,5,, Afghanistan,Khas Urozgan District,Taliban
621,2018,4,3,shooting,1,2,2,, Indonesia,Mimika Regency,OPM
622,2018,4,3,shooting,1,22,11,, Central African Republic,Ouaka,Anti-balaka
623,2018,4,3,bombing shooting,1,,7,, Turkey,Kulp,PKK
624,2018,4,4,shooting,1,,0,, Thailand,Su-ngai Padi District,Barisan Revolusi Nasional (suspected)
625,2018,4,4,bombings,0,,6,, Afghanistan,Kabul,Islamic State
626,2018,4,4,kidnapping,1,,1,, India,Bandipora district,Lashkar-e-Taiba
627,2018,4,4,shooting,1,,1,, India,Bandipora district,Lashkar-e-Taiba
628,2018,4,4,execution,1,,1,, India,Bandipora district,Lashkar-e-Taiba
629,2018,4,4,shooting,1,,2,, Philippines,Magpet,New People's Army
630,2018,4,4,shooting,3,,0,, Iraq,Khanaqin District,Islamic State
631,2018,4,5,shooting,1,,0,, Saudi Arabia,Al-Awamiyah,Shia militants (suspected)
632,2018,4,5,mortar attack,2,,10,, Mali,Aguelhok,Al-Qaeda in the Islamic Maghreb (suspected)
633,2018,4,6,car bombing,6,,36,, Syria,Damascus,Jaysh al-Islam
634,2018,4,6,mortar attack,6,,36,, Syria,Damascus,Jaysh al-Islam
635,2018,4,6,ambush,18,3,13,, Myanmar,Mohnyin District,Kachin Independence Army
636,2018,4,6,suicide car bombings,6,,3,, Somalia,Mogadishu,Al-Shabaab
637,2018,4,6,shooting,4,,2,, Afghanistan,Arghandab District,Taliban
638,2018,4,6,bombing,0,,0,, Colombia,Tumaco,FARC dissidents
639,2018,4,6,shooting,2,,5,, Afghanistan,Sar-e Pol city,Taliban
640,2018,4,6,arson,0,,0,, Chile,Santiago,Anarchists
641,2018,4,6,shooting,1,,0,, Mali,Gao,Al-Qaeda in the Islamic Maghreb (suspected)
642,2018,4,7,grenade attack,0,,2,, Paraguay,Arroyito,Paraguayan People's Army
